Training log:
epoch	loss	v_loss	|	tr_maf1	tr_f1	tr_pre	tr_rec	|	v_auc	v_f1	v_pre	v_rec	|	t_maf1	t_f1	t_pre	t_rec
79	0.5825	0.5058	|	0.8060	0.8189	0.8189	0.8189	|	0.7480	0.7866	0.7866	0.7866	|	0.8196	0.8232	0.8232	0.8232	|  Best result at epoch 74
80	0.5053	0.4283	|	0.8552	0.8554	0.8554	0.8554	|	0.8588	0.8598	0.8598	0.8598	|	0.8262	0.8293	0.8293	0.8293	|  Best result at epoch 74
81	0.4277	0.4003	|	0.8680	0.8661	0.8661	0.8661	|	0.8703	0.8659	0.8659	0.8659	|	0.8282	0.8354	0.8354	0.8354	|  Best result at epoch 81
82	0.3995	0.3826	|	0.8791	0.8752	0.8752	0.8752	|	0.8650	0.8659	0.8659	0.8659	|	0.8467	0.8476	0.8476	0.8476	|  Best result at epoch 81
83	0.3818	0.3757	|	0.8762	0.8752	0.8752	0.8752	|	0.8781	0.8780	0.8780	0.8780	|	0.8485	0.8537	0.8537	0.8537	|  Best result at epoch 83
84	0.3750	0.3707	|	0.8813	0.8782	0.8782	0.8782	|	0.8650	0.8659	0.8659	0.8659	|	0.8571	0.8598	0.8598	0.8598	|  Best result at epoch 83
85	0.3700	0.3675	|	0.8812	0.8798	0.8798	0.8798	|	0.8828	0.8841	0.8841	0.8841	|	0.8429	0.8476	0.8476	0.8476	|  Best result at epoch 85
86	0.3668	0.3679	|	0.8766	0.8721	0.8721	0.8721	|	0.8556	0.8537	0.8537	0.8537	|	0.8538	0.8537	0.8537	0.8537	|  Best result at epoch 85
87	0.3671	0.3770	|	0.8753	0.8737	0.8737	0.8737	|	0.8486	0.8537	0.8537	0.8537	|	0.8317	0.8354	0.8354	0.8354	|  Best result at epoch 85
88	0.3763	0.4114	|	0.8734	0.8676	0.8676	0.8676	|	0.8516	0.8476	0.8476	0.8476	|	0.8238	0.8171	0.8171	0.8171	|  Best result at epoch 85
89	0.4104	0.4548	|	0.8661	0.8630	0.8630	0.8630	|	0.8235	0.8232	0.8232	0.8232	|	0.8232	0.8293	0.8293	0.8293	|  Best result at epoch 85
90	0.4541	0.4788	|	0.8374	0.8295	0.8295	0.8295	|	0.8144	0.8049	0.8049	0.8049	|	0.7709	0.7622	0.7622	0.7622	|  Best result at epoch 85
91	0.4775	0.4108	|	0.8571	0.8554	0.8554	0.8554	|	0.8446	0.8415	0.8415	0.8415	|	0.8303	0.8354	0.8354	0.8354	|  Best result at epoch 85
92	0.4101	0.3956	|	0.8623	0.8615	0.8615	0.8615	|	0.8538	0.8537	0.8537	0.8537	|	0.8470	0.8476	0.8476	0.8476	|  Best result at epoch 85
93	0.3948	0.4204	|	0.8491	0.8554	0.8554	0.8554	|	0.8202	0.8476	0.8476	0.8476	|	0.8388	0.8415	0.8415	0.8415	|  Best result at epoch 85
94	0.4197	0.4104	|	0.8556	0.8569	0.8569	0.8569	|	0.8619	0.8659	0.8659	0.8659	|	0.8225	0.8293	0.8293	0.8293	|  Best result at epoch 85
95	0.4100	0.3890	|	0.8751	0.8767	0.8767	0.8767	|	0.8333	0.8598	0.8598	0.8598	|	0.8445	0.8476	0.8476	0.8476	|  Best result at epoch 85
96	0.3882	0.3426	|	0.8827	0.8813	0.8813	0.8813	|	0.8667	0.8720	0.8720	0.8720	|	0.8574	0.8598	0.8598	0.8598	|  Best result at epoch 85
97	0.3419	0.3333	|	0.8967	0.8950	0.8950	0.8950	|	0.8792	0.8841	0.8841	0.8841	|	0.8555	0.8598	0.8598	0.8598	|  Best result at epoch 85
98	0.3325	0.3275	|	0.9041	0.9026	0.9026	0.9026	|	0.8698	0.8720	0.8720	0.8720	|	0.8822	0.8841	0.8841	0.8841	|  Best result at epoch 85
99	0.3266	0.3253	|	0.8935	0.8919	0.8919	0.8919	|	0.8887	0.8963	0.8963	0.8963	|	0.8631	0.8659	0.8659	0.8659	|  Best result at epoch 99
100	0.3245	0.3318	|	0.8902	0.8858	0.8858	0.8858	|	0.8603	0.8598	0.8598	0.8598	|	0.8769	0.8780	0.8780	0.8780	|  Best result at epoch 99
