Training log:
epoch	loss	v_loss	|	tr_auc	tr_f1	tr_pre	tr_rec	|	v_auc	v_f1	v_pre	v_rec	|	t_auc	t_f1	t_pre	t_rec
11	0.6700	0.6679	|	0.7464	0.0000	0.0000	0.0000	|	0.6664	0.0000	0.0000	0.0000	|	0.7311	0.0000	0.0000	0.0000	|  Best result at epoch 1
12	0.6650	0.6800	|	0.6442	0.0000	0.0000	0.0000	|	0.5744	0.0000	0.0000	0.0000	|	0.6245	0.0000	0.0000	0.0000	|  Best result at epoch 1
13	0.6789	0.6491	|	0.7916	0.0000	0.0000	0.0000	|	0.7102	0.0000	0.0000	0.0000	|	0.7739	0.0000	0.0000	0.0000	|  Best result at epoch 1
14	0.6473	0.6150	|	0.8187	0.0000	0.0000	0.0000	|	0.7377	0.0000	0.0000	0.0000	|	0.7984	0.0000	0.0000	0.0000	|  Best result at epoch 1
15	0.6134	0.6278	|	0.7868	0.0625	0.9107	0.0324	|	0.7069	0.1019	0.8889	0.0541	|	0.7713	0.0613	0.7963	0.0319	|  Best result at epoch 1
16	0.6263	1.0939	|	0.8107	0.0000	0.0000	0.0000	|	0.7309	0.0000	0.0000	0.0000	|	0.7925	0.0000	0.0000	0.0000	|  Best result at epoch 1
17	1.0781	0.6655	|	0.7920	0.7083	0.6106	0.8432	|	0.7193	0.6413	0.5364	0.7973	|	0.7749	0.6978	0.5968	0.8400	|  Best result at epoch 17
18	0.6646	0.6264	|	0.8234	0.4002	0.7903	0.2679	|	0.7541	0.4251	0.7458	0.2973	|	0.8014	0.4132	0.8065	0.2778	|  Best result at epoch 17
19	0.6256	0.5869	|	0.8372	0.7047	0.7966	0.6317	|	0.7645	0.6308	0.7321	0.5541	|	0.8139	0.7004	0.7788	0.6363	|  Best result at epoch 17
20	0.5875	0.5545	|	0.8400	0.7124	0.7796	0.6559	|	0.7662	0.6300	0.6880	0.5811	|	0.8155	0.7116	0.7698	0.6615	|  Best result at epoch 17
21	0.5558	0.5179	|	0.8413	0.7352	0.7301	0.7403	|	0.7653	0.6443	0.6400	0.6486	|	0.8140	0.7264	0.7203	0.7326	|  Best result at epoch 21
22	0.5226	0.4982	|	0.8470	0.7010	0.8114	0.6171	|	0.7696	0.6299	0.7547	0.5405	|	0.8177	0.7005	0.8002	0.6230	|  Best result at epoch 21
23	0.4992	0.6634	|	0.8300	0.6894	0.5566	0.9054	|	0.7537	0.6210	0.4866	0.8581	|	0.8030	0.6738	0.5451	0.8822	|  Best result at epoch 21
24	0.6630	0.7844	|	0.8412	0.1524	0.9924	0.0825	|	0.7617	0.1491	0.9231	0.0811	|	0.8159	0.1520	1.0000	0.0822	|  Best result at epoch 21
25	0.7703	0.5446	|	0.8527	0.7104	0.8290	0.6216	|	0.7780	0.6032	0.7308	0.5135	|	0.8196	0.6959	0.8066	0.6119	|  Best result at epoch 21
26	0.5436	0.5124	|	0.8530	0.7337	0.8109	0.6698	|	0.7751	0.6292	0.7059	0.5676	|	0.8189	0.7100	0.7806	0.6511	|  Best result at epoch 21
27	0.5131	0.4860	|	0.8537	0.7421	0.8069	0.6870	|	0.7738	0.6324	0.6935	0.5811	|	0.8183	0.7117	0.7721	0.6600	|  Best result at epoch 21
28	0.4876	0.4647	|	0.8548	0.7502	0.8111	0.6978	|	0.7732	0.6304	0.6797	0.5878	|	0.8179	0.7114	0.7665	0.6637	|  Best result at epoch 21
29	0.4664	0.4493	|	0.8564	0.7594	0.8182	0.7086	|	0.7729	0.6403	0.6846	0.6014	|	0.8177	0.7100	0.7632	0.6637	|  Best result at epoch 21
30	0.4512	0.4398	|	0.8587	0.7642	0.8233	0.7130	|	0.7726	0.6403	0.6846	0.6014	|	0.8178	0.7096	0.7593	0.6659	|  Best result at epoch 21
31	0.4417	0.4349	|	0.8614	0.7653	0.8355	0.7060	|	0.7732	0.6300	0.6880	0.5811	|	0.8182	0.7061	0.7734	0.6496	|  Best result at epoch 21
32	0.4362	0.4377	|	0.8617	0.7606	0.7842	0.7384	|	0.7710	0.6436	0.6596	0.6284	|	0.8175	0.7155	0.7301	0.7015	|  Best result at epoch 21
33	0.4415	0.4591	|	0.8638	0.7028	0.8531	0.5975	|	0.7755	0.6016	0.7551	0.5000	|	0.8194	0.6811	0.8235	0.5807	|  Best result at epoch 21
34	0.4583	0.4517	|	0.8633	0.7532	0.7387	0.7683	|	0.7724	0.6405	0.6203	0.6622	|	0.8178	0.7285	0.7098	0.7481	|  Best result at epoch 21
35	0.4571	0.4658	|	0.8664	0.6903	0.8760	0.5695	|	0.7784	0.6000	0.7826	0.4865	|	0.8205	0.6637	0.8375	0.5496	|  Best result at epoch 21
36	0.4629	0.4352	|	0.8668	0.7687	0.7824	0.7556	|	0.7754	0.6553	0.6621	0.6486	|	0.8189	0.7207	0.7199	0.7215	|  Best result at epoch 36
37	0.4391	0.4356	|	0.8694	0.7384	0.8567	0.6489	|	0.7791	0.6039	0.7196	0.5203	|	0.8205	0.6920	0.8067	0.6059	|  Best result at epoch 36
38	0.4348	0.4237	|	0.8699	0.7743	0.8048	0.7460	|	0.7771	0.6621	0.6761	0.6486	|	0.8194	0.7137	0.7312	0.6970	|  Best result at epoch 38
39	0.4269	0.4234	|	0.8721	0.7586	0.8539	0.6825	|	0.7798	0.6340	0.7179	0.5676	|	0.8206	0.7004	0.7949	0.6259	|  Best result at epoch 38
40	0.4230	0.4153	|	0.8729	0.7753	0.8191	0.7359	|	0.7780	0.6596	0.6861	0.6351	|	0.8198	0.7119	0.7426	0.6837	|  Best result at epoch 38
41	0.4180	0.4168	|	0.8751	0.7651	0.8623	0.6876	|	0.7803	0.6288	0.7155	0.5608	|	0.8207	0.6972	0.7964	0.6200	|  Best result at epoch 38
42	0.4156	0.4156	|	0.8751	0.7803	0.8068	0.7556	|	0.7789	0.6574	0.6738	0.6419	|	0.8199	0.7131	0.7291	0.6978	|  Best result at epoch 38
43	0.4180	0.4523	|	0.8767	0.6907	0.9009	0.5600	|	0.7831	0.6109	0.8022	0.4932	|	0.8223	0.6555	0.8446	0.5356	|  Best result at epoch 38
44	0.4492	0.4810	|	0.8743	0.7488	0.6961	0.8102	|	0.7785	0.6625	0.6114	0.7230	|	0.8202	0.7252	0.6726	0.7867	|  Best result at epoch 44
45	0.4805	0.4812	|	0.8784	0.6484	0.9104	0.5035	|	0.7845	0.5929	0.8590	0.4527	|	0.8240	0.6227	0.8666	0.4859	|  Best result at epoch 44
46	0.4744	0.4188	|	0.8797	0.7804	0.8077	0.7549	|	0.7811	0.6644	0.6667	0.6622	|	0.8211	0.7147	0.7285	0.7015	|  Best result at epoch 46
47	0.4206	0.4083	|	0.8810	0.7683	0.8674	0.6895	|	0.7829	0.6316	0.7119	0.5676	|	0.8224	0.7037	0.7987	0.6289	|  Best result at epoch 46
48	0.4064	0.3987	|	0.8822	0.7815	0.8348	0.7346	|	0.7816	0.6525	0.6866	0.6216	|	0.8215	0.7103	0.7544	0.6711	|  Best result at epoch 46
49	0.4001	0.3967	|	0.8842	0.7772	0.8653	0.7054	|	0.7833	0.6347	0.6992	0.5811	|	0.8221	0.7050	0.7835	0.6407	|  Best result at epoch 46
50	0.3953	0.3914	|	0.8854	0.7886	0.8363	0.7460	|	0.7821	0.6503	0.6739	0.6284	|	0.8212	0.7128	0.7498	0.6793	|  Best result at epoch 46
51	0.3922	0.4034	|	0.8874	0.7597	0.8907	0.6622	|	0.7851	0.6357	0.7455	0.5541	|	0.8225	0.6893	0.8072	0.6015	|  Best result at epoch 46
52	0.3995	0.4477	|	0.8847	0.7598	0.7215	0.8025	|	0.7833	0.6646	0.6250	0.7095	|	0.8209	0.7230	0.6834	0.7674	|  Best result at epoch 52
53	0.4457	0.5047	|	0.8872	0.6141	0.9351	0.4571	|	0.7866	0.5463	0.8676	0.3986	|	0.8249	0.5877	0.8877	0.4393	|  Best result at epoch 52
54	0.4950	0.4231	|	0.8889	0.7829	0.7862	0.7797	|	0.7853	0.6644	0.6600	0.6689	|	0.8211	0.7112	0.7091	0.7133	|  Best result at epoch 52
55	0.4215	0.3929	|	0.8910	0.7734	0.8901	0.6838	|	0.7869	0.6357	0.7455	0.5541	|	0.8234	0.6958	0.8025	0.6141	|  Best result at epoch 52
56	0.3897	0.3822	|	0.8916	0.7951	0.8381	0.7562	|	0.7832	0.6551	0.6763	0.6351	|	0.8219	0.7140	0.7444	0.6859	|  Best result at epoch 52
57	0.3822	0.3873	|	0.8939	0.7765	0.9003	0.6825	|	0.7848	0.6357	0.7455	0.5541	|	0.8236	0.6932	0.8071	0.6074	|  Best result at epoch 52
58	0.3837	0.3967	|	0.8935	0.7866	0.7879	0.7854	|	0.7833	0.6645	0.6536	0.6757	|	0.8215	0.7137	0.7082	0.7193	|  Best result at epoch 52
59	0.3948	0.4449	|	0.8950	0.6767	0.9432	0.5276	|	0.7865	0.5862	0.8095	0.4595	|	0.8249	0.6257	0.8642	0.4904	|  Best result at epoch 52
60	0.4415	0.4064	|	0.8956	0.7873	0.7781	0.7968	|	0.7846	0.6733	0.6581	0.6892	|	0.8209	0.7121	0.6974	0.7274	|  Best result at epoch 60
61	0.4034	0.4091	|	0.8976	0.7313	0.9269	0.6038	|	0.7885	0.6260	0.7857	0.5203	|	0.8248	0.6649	0.8413	0.5496	|  Best result at epoch 60
62	0.4029	0.3813	|	0.8990	0.8033	0.8233	0.7841	|	0.7830	0.6824	0.6824	0.6824	|	0.8209	0.7107	0.7163	0.7052	|  Best result at epoch 62
63	0.3786	0.3832	|	0.9012	0.7628	0.9163	0.6533	|	0.7874	0.6403	0.7714	0.5473	|	0.8246	0.6786	0.8250	0.5763	|  Best result at epoch 62
64	0.3782	0.3796	|	0.9012	0.8052	0.8184	0.7924	|	0.7831	0.6757	0.6757	0.6757	|	0.8211	0.7106	0.7109	0.7104	|  Best result at epoch 62
65	0.3759	0.4053	|	0.9037	0.7248	0.9496	0.5860	|	0.7887	0.6109	0.8022	0.4932	|	0.8244	0.6474	0.8514	0.5222	|  Best result at epoch 62
66	0.4015	0.3881	|	0.9030	0.8027	0.8009	0.8044	|	0.7852	0.6821	0.6688	0.6959	|	0.8208	0.7110	0.6981	0.7244	|  Best result at epoch 62
67	0.3827	0.4055	|	0.9047	0.7348	0.9478	0.6000	|	0.7911	0.6224	0.8065	0.5068	|	0.8247	0.6551	0.8527	0.5319	|  Best result at epoch 62
68	0.3997	0.3797	|	0.9056	0.8095	0.8192	0.8000	|	0.7794	0.6689	0.6558	0.6824	|	0.8185	0.7103	0.7008	0.7200	|  Best result at epoch 62
69	0.3755	0.3661	|	0.9073	0.7759	0.9207	0.6705	|	0.7893	0.6353	0.7570	0.5473	|	0.8243	0.6831	0.8188	0.5859	|  Best result at epoch 62
70	0.3607	0.3549	|	0.9093	0.8203	0.8548	0.7886	|	0.7816	0.6735	0.6781	0.6689	|	0.8189	0.7144	0.7240	0.7052	|  Best result at epoch 62
71	0.3512	0.3520	|	0.9121	0.7821	0.9347	0.6724	|	0.7879	0.6275	0.7477	0.5405	|	0.8235	0.6777	0.8240	0.5756	|  Best result at epoch 62
72	0.3496	0.3653	|	0.9107	0.8146	0.8263	0.8032	|	0.7854	0.6756	0.6689	0.6824	|	0.8198	0.7106	0.7064	0.7148	|  Best result at epoch 62
73	0.3605	0.4225	|	0.9129	0.6540	0.9724	0.4927	|	0.7876	0.5405	0.8108	0.4054	|	0.8208	0.5792	0.8793	0.4319	|  Best result at epoch 62
74	0.4236	0.3634	|	0.9134	0.8186	0.8293	0.8083	|	0.7897	0.6689	0.6689	0.6689	|	0.8195	0.7104	0.7104	0.7104	|  Best result at epoch 62
75	0.3567	0.3446	|	0.9144	0.7936	0.9255	0.6946	|	0.7903	0.6538	0.7589	0.5743	|	0.8234	0.6890	0.8078	0.6007	|  Best result at epoch 62
76	0.3425	0.3397	|	0.9175	0.8266	0.8493	0.8051	|	0.7792	0.6756	0.6689	0.6824	|	0.8170	0.7092	0.7066	0.7119	|  Best result at epoch 62
77	0.3365	0.3426	|	0.9175	0.7919	0.9383	0.6851	|	0.7909	0.6324	0.7619	0.5405	|	0.8236	0.6843	0.8238	0.5852	|  Best result at epoch 62
78	0.3433	0.3102	|	0.9223	0.8277	0.9007	0.7657	|	0.7849	0.6762	0.7143	0.6419	|	0.8195	0.7058	0.7654	0.6548	|  Best result at epoch 62
79	0.3099	0.3039	|	0.9233	0.8316	0.9045	0.7695	|	0.7854	0.6738	0.7090	0.6419	|	0.8200	0.7049	0.7612	0.6563	|  Best result at epoch 62
80	0.3032	0.2990	|	0.9252	0.8349	0.9107	0.7708	|	0.7840	0.6714	0.7121	0.6351	|	0.8192	0.7048	0.7672	0.6519	|  Best result at epoch 62
81	0.2979	0.2945	|	0.9266	0.8414	0.9137	0.7797	|	0.7836	0.6667	0.7015	0.6351	|	0.8190	0.7041	0.7625	0.6541	|  Best result at epoch 62
82	0.2928	0.2905	|	0.9287	0.8448	0.9226	0.7790	|	0.7831	0.6667	0.7188	0.6216	|	0.8183	0.7035	0.7724	0.6459	|  Best result at epoch 62
83	0.2882	0.2876	|	0.9293	0.8452	0.9149	0.7854	|	0.7833	0.6572	0.6889	0.6284	|	0.8184	0.7057	0.7572	0.6607	|  Best result at epoch 62
84	0.2845	0.2885	|	0.9326	0.8393	0.9430	0.7562	|	0.7807	0.6517	0.7311	0.5878	|	0.8164	0.6902	0.7867	0.6148	|  Best result at epoch 62
85	0.2858	0.3121	|	0.9285	0.8368	0.8667	0.8089	|	0.7836	0.6712	0.6735	0.6689	|	0.8176	0.7087	0.7223	0.6956	|  Best result at epoch 62
86	0.3020	0.3302	|	0.9324	0.7685	0.9672	0.6375	|	0.7839	0.6260	0.7857	0.5203	|	0.8157	0.6483	0.8508	0.5237	|  Best result at epoch 62
87	0.3323	0.3015	|	0.9322	0.8449	0.8660	0.8248	|	0.7785	0.6622	0.6556	0.6689	|	0.8148	0.7083	0.7107	0.7059	|  Best result at epoch 62
88	0.2939	0.2939	|	0.9338	0.8155	0.9502	0.7143	|	0.7856	0.6459	0.7615	0.5608	|	0.8187	0.6852	0.8107	0.5933	|  Best result at epoch 62
89	0.2974	0.2931	|	0.9343	0.8464	0.8742	0.8203	|	0.7738	0.6441	0.6463	0.6419	|	0.8115	0.7028	0.7149	0.6911	|  Best result at epoch 62
90	0.2861	0.2843	|	0.9363	0.8243	0.9495	0.7283	|	0.7849	0.6615	0.7679	0.5811	|	0.8184	0.6855	0.8116	0.5933	|  Best result at epoch 62
91	0.2878	0.2831	|	0.9368	0.8553	0.8940	0.8197	|	0.7749	0.6485	0.6552	0.6419	|	0.8117	0.7012	0.7155	0.6874	|  Best result at epoch 62
92	0.2756	0.2719	|	0.9398	0.8354	0.9521	0.7441	|	0.7831	0.6692	0.7652	0.5946	|	0.8170	0.6862	0.8068	0.5970	|  Best result at epoch 62
93	0.2740	0.2730	|	0.9395	0.8615	0.9032	0.8235	|	0.7764	0.6507	0.6597	0.6419	|	0.8130	0.7023	0.7195	0.6859	|  Best result at epoch 62
94	0.2651	0.2710	|	0.9430	0.8348	0.9635	0.7365	|	0.7793	0.6538	0.7589	0.5743	|	0.8134	0.6805	0.8172	0.5830	|  Best result at epoch 62
95	0.2717	nan	|	0.9392	0.8558	0.8821	0.8311	|	0.7798	0.6667	0.6644	0.6689	|	0.8148	0.7085	0.7141	0.7030	|  Best result at epoch 62
