Training log:
epoch	loss	v_loss	|	tr_auc	tr_f1	tr_pre	tr_rec	|	v_auc	v_f1	v_pre	v_rec	|	t_auc	t_f1	t_pre	t_rec
47	0.4448	0.4327	|	0.8586	0.7671	0.7636	0.7706	|	0.8788	0.7273	0.7273	0.7273	|	0.8222	0.7223	0.7047	0.7407	|  Best result at epoch 25
48	0.4350	0.4212	|	0.8588	0.7463	0.8152	0.6881	|	0.9015	0.7619	0.8000	0.7273	|	0.8249	0.6916	0.8004	0.6089	|  Best result at epoch 25
49	0.4243	0.4192	|	0.8588	0.7706	0.7706	0.7706	|	0.8864	0.7273	0.7273	0.7273	|	0.8229	0.7231	0.7180	0.7281	|  Best result at epoch 25
50	0.4220	0.4151	|	0.8600	0.7500	0.8242	0.6881	|	0.9015	0.7619	0.8000	0.7273	|	0.8252	0.6918	0.7971	0.6111	|  Best result at epoch 25
51	0.4185	0.4015	|	0.8602	0.7583	0.7843	0.7339	|	0.9015	0.7273	0.7273	0.7273	|	0.8242	0.7182	0.7638	0.6778	|  Best result at epoch 25
52	0.4048	0.3990	|	0.8605	0.7583	0.7843	0.7339	|	0.9015	0.7273	0.7273	0.7273	|	0.8243	0.7170	0.7638	0.6756	|  Best result at epoch 25
53	0.4023	0.3967	|	0.8612	0.7619	0.7921	0.7339	|	0.9015	0.7273	0.7273	0.7273	|	0.8243	0.7180	0.7642	0.6770	|  Best result at epoch 25
54	0.4001	0.3947	|	0.8621	0.7714	0.8020	0.7431	|	0.9015	0.7273	0.7273	0.7273	|	0.8244	0.7181	0.7664	0.6756	|  Best result at epoch 25
55	0.3980	0.3928	|	0.8630	0.7810	0.8119	0.7523	|	0.9015	0.7273	0.7273	0.7273	|	0.8244	0.7175	0.7651	0.6756	|  Best result at epoch 25
56	0.3961	0.3910	|	0.8642	0.7905	0.8218	0.7615	|	0.9015	0.7273	0.7273	0.7273	|	0.8245	0.7165	0.7636	0.6748	|  Best result at epoch 25
57	0.3943	0.3892	|	0.8647	0.7905	0.8218	0.7615	|	0.9015	0.7273	0.7273	0.7273	|	0.8244	0.7184	0.7633	0.6785	|  Best result at epoch 25
58	0.3925	0.3875	|	0.8661	0.7847	0.8200	0.7523	|	0.9015	0.7273	0.7273	0.7273	|	0.8247	0.7138	0.7653	0.6689	|  Best result at epoch 25
59	0.3908	0.3871	|	0.8671	0.7850	0.8000	0.7706	|	0.9015	0.7273	0.7273	0.7273	|	0.8243	0.7184	0.7496	0.6896	|  Best result at epoch 25
60	0.3904	0.3932	|	0.8696	0.7662	0.8370	0.7064	|	0.9015	0.7273	0.7273	0.7273	|	0.8255	0.7034	0.7842	0.6378	|  Best result at epoch 25
61	0.3965	0.4094	|	0.8665	0.7783	0.7679	0.7890	|	0.8939	0.7826	0.7500	0.8182	|	0.8238	0.7197	0.7094	0.7304	|  Best result at epoch 25
62	0.4124	0.4116	|	0.8710	0.7320	0.8353	0.6514	|	0.9015	0.8000	0.8889	0.7273	|	0.8262	0.6838	0.8081	0.5926	|  Best result at epoch 25
63	0.4150	0.3981	|	0.8688	0.7727	0.7658	0.7798	|	0.9015	0.7826	0.7500	0.8182	|	0.8243	0.7219	0.7246	0.7193	|  Best result at epoch 25
64	0.4010	0.3905	|	0.8718	0.7700	0.8462	0.7064	|	0.9015	0.7273	0.7273	0.7273	|	0.8261	0.7025	0.7875	0.6341	|  Best result at epoch 25
65	0.3936	0.3857	|	0.8706	0.7778	0.7850	0.7706	|	0.9015	0.7273	0.7273	0.7273	|	0.8249	0.7233	0.7407	0.7067	|  Best result at epoch 25
66	0.3889	0.3842	|	0.8731	0.7941	0.8526	0.7431	|	0.9015	0.7273	0.7273	0.7273	|	0.8262	0.7046	0.7804	0.6422	|  Best result at epoch 25
67	0.3873	0.3817	|	0.8723	0.7926	0.7963	0.7890	|	0.9015	0.7273	0.7273	0.7273	|	0.8251	0.7236	0.7422	0.7059	|  Best result at epoch 25
68	0.3849	0.3834	|	0.8748	0.7882	0.8511	0.7339	|	0.9015	0.7273	0.7273	0.7273	|	0.8265	0.7054	0.7867	0.6393	|  Best result at epoch 25
69	0.3866	0.3849	|	0.8738	0.7945	0.7909	0.7982	|	0.9015	0.7826	0.7500	0.8182	|	0.8251	0.7247	0.7340	0.7156	|  Best result at epoch 25
70	0.3880	0.3932	|	0.8759	0.7638	0.8444	0.6972	|	0.9015	0.7619	0.8000	0.7273	|	0.8270	0.6950	0.8029	0.6126	|  Best result at epoch 25
