Training log:
epoch	loss	v_loss	|	tr_auc	tr_f1	tr_pre	tr_rec	|	v_auc	v_f1	v_pre	v_rec	|	t_auc	t_f1	t_pre	t_rec
15	0.5576	0.6669	|	0.8506	0.3533	0.9574	0.2166	|	0.8188	0.3396	0.9474	0.2069	|	0.8198	0.3492	0.9475	0.2141	|  Best result at epoch 14
16	0.6828	0.6847	|	0.7175	0.6637	0.5028	0.9759	|	0.6677	0.6556	0.5130	0.9080	|	0.6781	0.6303	0.4704	0.9548	|  Best result at epoch 14
17	0.6805	0.5712	|	0.8173	0.7533	0.6970	0.8195	|	0.7904	0.7500	0.7113	0.7931	|	0.7827	0.7211	0.6515	0.8074	|  Best result at epoch 14
18	0.5720	0.5214	|	0.8478	0.7416	0.7959	0.6943	|	0.8160	0.7089	0.7887	0.6437	|	0.8120	0.7183	0.7659	0.6763	|  Best result at epoch 14
19	0.5257	0.4998	|	0.8500	0.7521	0.7949	0.7136	|	0.8155	0.7044	0.7778	0.6437	|	0.8115	0.7213	0.7542	0.6911	|  Best result at epoch 14
20	0.5040	0.4772	|	0.8520	0.7616	0.7844	0.7401	|	0.8185	0.7284	0.7867	0.6782	|	0.8121	0.7269	0.7363	0.7178	|  Best result at epoch 14
21	0.4806	0.4567	|	0.8589	0.7611	0.8016	0.7244	|	0.8225	0.7089	0.7887	0.6437	|	0.8175	0.7227	0.7504	0.6970	|  Best result at epoch 14
22	0.4597	0.5042	|	0.8567	0.7635	0.7058	0.8315	|	0.8260	0.7243	0.6837	0.7701	|	0.8131	0.7238	0.6578	0.8044	|  Best result at epoch 14
23	0.4999	0.7461	|	0.8617	0.2370	0.9825	0.1348	|	0.8262	0.2222	0.9167	0.1264	|	0.8242	0.2515	0.9701	0.1444	|  Best result at epoch 14
24	0.7662	0.5754	|	0.8627	0.7636	0.6848	0.8628	|	0.8246	0.7320	0.6636	0.8161	|	0.8198	0.7188	0.6337	0.8304	|  Best result at epoch 14
25	0.5726	0.4913	|	0.8649	0.7581	0.8196	0.7052	|	0.8238	0.7215	0.8028	0.6552	|	0.8215	0.7126	0.7653	0.6667	|  Best result at epoch 14
26	0.4925	0.4714	|	0.8658	0.7662	0.8116	0.7256	|	0.8251	0.7205	0.7838	0.6667	|	0.8210	0.7125	0.7492	0.6793	|  Best result at epoch 14
27	0.4722	0.4569	|	0.8670	0.7755	0.8146	0.7401	|	0.8262	0.7284	0.7867	0.6782	|	0.8205	0.7154	0.7440	0.6889	|  Best result at epoch 14
28	0.4573	0.4470	|	0.8675	0.7793	0.8213	0.7413	|	0.8264	0.7284	0.7867	0.6782	|	0.8205	0.7137	0.7438	0.6859	|  Best result at epoch 14
29	0.4470	0.4404	|	0.8688	0.7841	0.8247	0.7473	|	0.8275	0.7329	0.7973	0.6782	|	0.8205	0.7159	0.7442	0.6896	|  Best result at epoch 14
30	0.4402	0.4352	|	0.8705	0.7884	0.8298	0.7509	|	0.8280	0.7329	0.7973	0.6782	|	0.8209	0.7155	0.7460	0.6874	|  Best result at epoch 14
31	0.4349	0.4309	|	0.8720	0.7945	0.8344	0.7581	|	0.8283	0.7296	0.8056	0.6667	|	0.8210	0.7154	0.7440	0.6889	|  Best result at epoch 14
32	0.4304	0.4267	|	0.8736	0.7954	0.8396	0.7557	|	0.8285	0.7215	0.8028	0.6552	|	0.8215	0.7112	0.7471	0.6785	|  Best result at epoch 14
33	0.4264	0.4250	|	0.8750	0.7998	0.8275	0.7738	|	0.8270	0.7317	0.7792	0.6897	|	0.8210	0.7171	0.7326	0.7022	|  Best result at epoch 14
34	0.4242	0.4338	|	0.8759	0.7552	0.8589	0.6739	|	0.8289	0.7105	0.8308	0.6207	|	0.8229	0.6978	0.7882	0.6259	|  Best result at epoch 14
35	0.4354	0.4762	|	0.8753	0.7703	0.7238	0.8231	|	0.8268	0.7293	0.7021	0.7586	|	0.8193	0.7241	0.6702	0.7874	|  Best result at epoch 14
36	0.4735	0.4703	|	0.8766	0.6711	0.8697	0.5463	|	0.8281	0.7172	0.8966	0.5977	|	0.8254	0.6592	0.8301	0.5467	|  Best result at epoch 14
37	0.4779	0.4301	|	0.8797	0.7897	0.7887	0.7906	|	0.8287	0.7412	0.7590	0.7241	|	0.8225	0.7262	0.7178	0.7348	|  Best result at epoch 14
38	0.4299	0.4226	|	0.8803	0.7813	0.8632	0.7136	|	0.8286	0.7105	0.8308	0.6207	|	0.8245	0.6989	0.7806	0.6326	|  Best result at epoch 14
39	0.4234	0.4249	|	0.8818	0.7923	0.7904	0.7942	|	0.8276	0.7412	0.7590	0.7241	|	0.8227	0.7265	0.7128	0.7407	|  Best result at epoch 14
40	0.4235	0.4296	|	0.8821	0.7500	0.8673	0.6606	|	0.8278	0.7067	0.8413	0.6092	|	0.8256	0.6889	0.8022	0.6037	|  Best result at epoch 14
41	0.4321	0.4097	|	0.8842	0.8018	0.8433	0.7641	|	0.8275	0.7296	0.8056	0.6667	|	0.8242	0.7168	0.7470	0.6889	|  Best result at epoch 14
42	0.4088	0.4074	|	0.8851	0.8023	0.8444	0.7641	|	0.8273	0.7296	0.8056	0.6667	|	0.8242	0.7167	0.7494	0.6867	|  Best result at epoch 14
43	0.4063	0.4053	|	0.8860	0.8058	0.8464	0.7690	|	0.8268	0.7296	0.8056	0.6667	|	0.8242	0.7162	0.7458	0.6889	|  Best result at epoch 14
44	0.4040	0.4032	|	0.8870	0.8078	0.8479	0.7714	|	0.8269	0.7296	0.8056	0.6667	|	0.8243	0.7164	0.7488	0.6867	|  Best result at epoch 14
45	0.4017	0.4011	|	0.8881	0.8108	0.8487	0.7762	|	0.8264	0.7250	0.7945	0.6667	|	0.8243	0.7164	0.7488	0.6867	|  Best result at epoch 14
46	0.3993	0.3990	|	0.8892	0.8126	0.8511	0.7774	|	0.8264	0.7375	0.8082	0.6782	|	0.8243	0.7162	0.7502	0.6852	|  Best result at epoch 14
47	0.3970	0.3970	|	0.8902	0.8161	0.8530	0.7822	|	0.8264	0.7329	0.7973	0.6782	|	0.8243	0.7162	0.7492	0.6859	|  Best result at epoch 14
48	0.3946	0.3949	|	0.8912	0.8215	0.8634	0.7834	|	0.8262	0.7375	0.8082	0.6782	|	0.8244	0.7150	0.7537	0.6800	|  Best result at epoch 14
49	0.3924	0.3934	|	0.8921	0.8228	0.8577	0.7906	|	0.8261	0.7329	0.7973	0.6782	|	0.8241	0.7189	0.7431	0.6963	|  Best result at epoch 14
50	0.3905	0.3934	|	0.8928	0.8119	0.8771	0.7557	|	0.8267	0.7436	0.8406	0.6667	|	0.8246	0.7075	0.7633	0.6593	|  Best result at epoch 14
51	0.3911	0.4081	|	0.8933	0.7993	0.7913	0.8075	|	0.8259	0.7529	0.7711	0.7356	|	0.8234	0.7192	0.7022	0.7370	|  Best result at epoch 51
52	0.4056	0.4266	|	0.8924	0.7357	0.8878	0.6282	|	0.8264	0.6939	0.8500	0.5862	|	0.8257	0.6759	0.8172	0.5763	|  Best result at epoch 51
53	0.4284	0.4049	|	0.8947	0.8017	0.7936	0.8099	|	0.8252	0.7574	0.7805	0.7356	|	0.8239	0.7204	0.7031	0.7385	|  Best result at epoch 53
54	0.4025	0.3996	|	0.8950	0.7828	0.8835	0.7028	|	0.8267	0.7114	0.8548	0.6092	|	0.8256	0.7004	0.7949	0.6259	|  Best result at epoch 53
55	0.3986	0.3919	|	0.8963	0.8173	0.8300	0.8051	|	0.8251	0.7590	0.7975	0.7241	|	0.8240	0.7178	0.7178	0.7178	|  Best result at epoch 55
56	0.3889	0.3897	|	0.8967	0.8050	0.8858	0.7377	|	0.8265	0.7273	0.8358	0.6437	|	0.8253	0.7039	0.7819	0.6400	|  Best result at epoch 55
57	0.3875	0.3881	|	0.8980	0.8218	0.8367	0.8075	|	0.8259	0.7665	0.8000	0.7356	|	0.8239	0.7189	0.7208	0.7170	|  Best result at epoch 57
58	0.3848	0.3884	|	0.8984	0.8077	0.8959	0.7353	|	0.8269	0.7320	0.8485	0.6437	|	0.8252	0.7044	0.7888	0.6363	|  Best result at epoch 57
59	0.3862	0.3901	|	0.8995	0.8191	0.8236	0.8147	|	0.8258	0.7619	0.7901	0.7356	|	0.8238	0.7198	0.7102	0.7296	|  Best result at epoch 57
60	0.3866	0.3944	|	0.8993	0.7857	0.8928	0.7016	|	0.8275	0.7114	0.8548	0.6092	|	0.8255	0.6968	0.8002	0.6170	|  Best result at epoch 57
61	0.3930	0.3909	|	0.9005	0.8181	0.8191	0.8171	|	0.8249	0.7574	0.7805	0.7356	|	0.8238	0.7204	0.7039	0.7378	|  Best result at epoch 57
62	0.3875	0.3915	|	0.9006	0.7933	0.8968	0.7112	|	0.8267	0.7200	0.8571	0.6207	|	0.8255	0.6985	0.8021	0.6185	|  Best result at epoch 57
63	0.3899	0.3822	|	0.9020	0.8224	0.8315	0.8135	|	0.8255	0.7574	0.7805	0.7356	|	0.8241	0.7192	0.7147	0.7237	|  Best result at epoch 57
64	0.3787	0.3783	|	0.9025	0.8178	0.8978	0.7509	|	0.8270	0.7226	0.8235	0.6437	|	0.8252	0.7040	0.7843	0.6385	|  Best result at epoch 57
65	0.3754	0.3744	|	0.9037	0.8325	0.8525	0.8135	|	0.8262	0.7665	0.8000	0.7356	|	0.8242	0.7159	0.7216	0.7104	|  Best result at epoch 57
66	0.3706	0.3725	|	0.9043	0.8235	0.8977	0.7605	|	0.8273	0.7389	0.8286	0.6667	|	0.8251	0.7091	0.7839	0.6474	|  Best result at epoch 57
67	0.3693	0.3727	|	0.9052	0.8291	0.8414	0.8171	|	0.8257	0.7574	0.7805	0.7356	|	0.8239	0.7164	0.7171	0.7156	|  Best result at epoch 57
68	0.3687	0.3785	|	0.9054	0.8045	0.8990	0.7280	|	0.8277	0.7237	0.8462	0.6322	|	0.8251	0.6990	0.7951	0.6237	|  Best result at epoch 57
69	0.3759	0.3866	|	0.9057	0.8118	0.7986	0.8255	|	0.8246	0.7529	0.7711	0.7356	|	0.8233	0.7194	0.6993	0.7407	|  Best result at epoch 57
70	0.3828	0.3972	|	0.9051	0.7667	0.9064	0.6643	|	0.8274	0.6939	0.8500	0.5862	|	0.8256	0.6811	0.8189	0.5830	|  Best result at epoch 57
71	0.3965	0.3780	|	0.9071	0.8241	0.8251	0.8231	|	0.8256	0.7574	0.7805	0.7356	|	0.8236	0.7197	0.7058	0.7341	|  Best result at epoch 57
72	0.3744	0.3693	|	0.9081	0.8194	0.9017	0.7509	|	0.8271	0.7355	0.8382	0.6552	|	0.8253	0.7062	0.7944	0.6356	|  Best result at epoch 57
73	0.3663	0.3615	|	0.9092	0.8371	0.8662	0.8099	|	0.8258	0.7545	0.7875	0.7241	|	0.8241	0.7159	0.7255	0.7067	|  Best result at epoch 57
74	0.3573	0.3570	|	0.9103	0.8304	0.8944	0.7750	|	0.8264	0.7375	0.8082	0.6782	|	0.8247	0.7112	0.7669	0.6630	|  Best result at epoch 57
75	0.3532	0.3543	|	0.9114	0.8405	0.8750	0.8087	|	0.8265	0.7394	0.7821	0.7011	|	0.8240	0.7152	0.7327	0.6985	|  Best result at epoch 57
76	0.3498	0.3521	|	0.9123	0.8330	0.8972	0.7774	|	0.8270	0.7329	0.7973	0.6782	|	0.8245	0.7092	0.7672	0.6593	|  Best result at epoch 57
77	0.3480	0.3543	|	0.9132	0.8406	0.8602	0.8219	|	0.8257	0.7470	0.7848	0.7126	|	0.8234	0.7153	0.7188	0.7119	|  Best result at epoch 57
78	0.3494	0.3673	|	0.9132	0.8086	0.9110	0.7268	|	0.8258	0.7105	0.8308	0.6207	|	0.8246	0.6957	0.7998	0.6156	|  Best result at epoch 57
