Training log:
epoch	loss	v_loss	|	tr_maf1	tr_f1	tr_pre	tr_rec	|	v_auc	v_f1	v_pre	v_rec	|	t_maf1	t_f1	t_pre	t_rec
116	0.3466	0.3355	|	0.8812	0.8819	0.8819	0.8819	|	0.8642	0.8645	0.8645	0.8645	|	0.8609	0.8630	0.8630	0.8630	|  Best result at epoch 116
117	0.3332	0.3302	|	0.8805	0.8817	0.8817	0.8817	|	0.8676	0.8676	0.8676	0.8676	|	0.8609	0.8630	0.8630	0.8630	|  Best result at epoch 117
118	0.3273	0.3261	|	0.8812	0.8824	0.8824	0.8824	|	0.8686	0.8683	0.8683	0.8683	|	0.8634	0.8661	0.8661	0.8661	|  Best result at epoch 118
119	0.3229	0.3222	|	0.8828	0.8842	0.8842	0.8842	|	0.8706	0.8699	0.8699	0.8699	|	0.8664	0.8691	0.8691	0.8691	|  Best result at epoch 119
120	0.3188	0.3183	|	0.8860	0.8876	0.8876	0.8876	|	0.8712	0.8706	0.8706	0.8706	|	0.8671	0.8699	0.8699	0.8699	|  Best result at epoch 120
121	0.3146	0.3145	|	0.8877	0.8891	0.8891	0.8891	|	0.8712	0.8714	0.8714	0.8714	|	0.8693	0.8721	0.8721	0.8721	|  Best result at epoch 121
122	0.3106	0.3108	|	0.8899	0.8912	0.8912	0.8912	|	0.8741	0.8744	0.8744	0.8744	|	0.8711	0.8737	0.8737	0.8737	|  Best result at epoch 122
123	0.3067	0.3070	|	0.8913	0.8927	0.8927	0.8927	|	0.8747	0.8752	0.8752	0.8752	|	0.8717	0.8744	0.8744	0.8744	|  Best result at epoch 123
124	0.3027	0.3030	|	0.8929	0.8946	0.8946	0.8946	|	0.8740	0.8744	0.8744	0.8744	|	0.8707	0.8737	0.8737	0.8737	|  Best result at epoch 123
125	0.2987	0.2993	|	0.8951	0.8967	0.8967	0.8967	|	0.8741	0.8744	0.8744	0.8744	|	0.8718	0.8744	0.8744	0.8744	|  Best result at epoch 123
126	0.2947	0.2969	|	0.8943	0.8956	0.8956	0.8956	|	0.8741	0.8744	0.8744	0.8744	|	0.8721	0.8752	0.8752	0.8752	|  Best result at epoch 123
127	0.2924	0.3097	|	0.8873	0.8870	0.8870	0.8870	|	0.8646	0.8630	0.8630	0.8630	|	0.8577	0.8569	0.8569	0.8569	|  Best result at epoch 123
128	0.3043	0.3549	|	0.8742	0.8729	0.8729	0.8729	|	0.8628	0.8623	0.8623	0.8623	|	0.8497	0.8516	0.8516	0.8516	|  Best result at epoch 123
129	0.3489	0.3784	|	0.8543	0.8495	0.8495	0.8495	|	0.8310	0.8234	0.8234	0.8234	|	0.8310	0.8288	0.8288	0.8288	|  Best result at epoch 123
130	0.3735	0.3395	|	0.8697	0.8691	0.8691	0.8691	|	0.8560	0.8577	0.8577	0.8577	|	0.8476	0.8501	0.8501	0.8501	|  Best result at epoch 123
131	0.3356	0.3094	|	0.8900	0.8908	0.8908	0.8908	|	0.8693	0.8691	0.8691	0.8691	|	0.8560	0.8592	0.8592	0.8592	|  Best result at epoch 123
132	0.3043	0.3008	|	0.8893	0.8912	0.8912	0.8912	|	0.8584	0.8623	0.8623	0.8623	|	0.8721	0.8752	0.8752	0.8752	|  Best result at epoch 123
133	0.2972	0.3001	|	0.8936	0.8952	0.8952	0.8952	|	0.8685	0.8714	0.8714	0.8714	|	0.8633	0.8683	0.8683	0.8683	|  Best result at epoch 123
134	0.2943	0.3048	|	0.8883	0.8923	0.8923	0.8923	|	0.8607	0.8661	0.8661	0.8661	|	0.8746	0.8782	0.8782	0.8782	|  Best result at epoch 123
135	0.3015	0.2996	|	0.8951	0.8969	0.8969	0.8969	|	0.8656	0.8683	0.8683	0.8683	|	0.8656	0.8699	0.8699	0.8699	|  Best result at epoch 123
136	0.2935	0.2985	|	0.8912	0.8946	0.8946	0.8946	|	0.8640	0.8699	0.8699	0.8699	|	0.8733	0.8775	0.8775	0.8775	|  Best result at epoch 123
137	0.2948	0.2878	|	0.8984	0.9003	0.9003	0.9003	|	0.8725	0.8744	0.8744	0.8744	|	0.8679	0.8729	0.8729	0.8729	|  Best result at epoch 123
138	0.2815	0.2823	|	0.8991	0.9015	0.9015	0.9015	|	0.8701	0.8744	0.8744	0.8744	|	0.8753	0.8798	0.8798	0.8798	|  Best result at epoch 123
139	0.2779	0.2680	|	0.9069	0.9081	0.9081	0.9081	|	0.8773	0.8790	0.8790	0.8790	|	0.8865	0.8889	0.8889	0.8889	|  Best result at epoch 139
140	0.2621	0.2658	|	0.9071	0.9083	0.9083	0.9083	|	0.8781	0.8798	0.8798	0.8798	|	0.8849	0.8874	0.8874	0.8874	|  Best result at epoch 140
141	0.2598	0.2637	|	0.9080	0.9093	0.9093	0.9093	|	0.8772	0.8790	0.8790	0.8790	|	0.8808	0.8836	0.8836	0.8836	|  Best result at epoch 140
142	0.2576	0.2615	|	0.9094	0.9106	0.9106	0.9106	|	0.8781	0.8798	0.8798	0.8798	|	0.8814	0.8843	0.8843	0.8843	|  Best result at epoch 140
143	0.2554	0.2595	|	0.9098	0.9108	0.9108	0.9108	|	0.8775	0.8790	0.8790	0.8790	|	0.8821	0.8851	0.8851	0.8851	|  Best result at epoch 140
144	0.2532	0.2575	|	0.9111	0.9123	0.9123	0.9123	|	0.8781	0.8798	0.8798	0.8798	|	0.8829	0.8858	0.8858	0.8858	|  Best result at epoch 140
145	0.2512	0.2557	|	0.9101	0.9110	0.9110	0.9110	|	0.8772	0.8790	0.8790	0.8790	|	0.8856	0.8889	0.8889	0.8889	|  Best result at epoch 140
146	0.2492	0.2548	|	0.9103	0.9114	0.9114	0.9114	|	0.8785	0.8805	0.8805	0.8805	|	0.8838	0.8874	0.8874	0.8874	|  Best result at epoch 146
147	0.2482	0.2577	|	0.9083	0.9083	0.9083	0.9083	|	0.8706	0.8714	0.8714	0.8714	|	0.8770	0.8790	0.8790	0.8790	|  Best result at epoch 146
148	0.2510	0.2696	|	0.9033	0.9032	0.9032	0.9032	|	0.8833	0.8851	0.8851	0.8851	|	0.8745	0.8782	0.8782	0.8782	|  Best result at epoch 148
149	0.2626	0.2807	|	0.8958	0.8937	0.8937	0.8937	|	0.8579	0.8569	0.8569	0.8569	|	0.8612	0.8600	0.8600	0.8600	|  Best result at epoch 148
150	0.2738	0.2708	|	0.9038	0.9036	0.9036	0.9036	|	0.8848	0.8866	0.8866	0.8866	|	0.8735	0.8775	0.8775	0.8775	|  Best result at epoch 150
151	0.2636	0.2576	|	0.9080	0.9079	0.9079	0.9079	|	0.8704	0.8706	0.8706	0.8706	|	0.8729	0.8737	0.8737	0.8737	|  Best result at epoch 150
